"ID" "CONTEXT" "NKJP" "Pantera" "WMBT" "WCRFT" "Concraft"
18491 "pokroić je w cienkie jak pergamin >>plasterki<< ) . Jedynej uczennicy - " "subst:pl:acc:m3" "subst:pl:nom:m3" "subst:pl:nom:m3" "subst:pl:nom:m3" "subst:pl:nom:m2"
18512 ". Jeszcze tu i ówdzie błyskał >>refleks<< sola . . . cisza " "subst:sg:nom:m3" "subst:sg:acc:m3" "subst:sg:acc:m3" "subst:sg:acc:m3" "subst:sg:acc:m3"
18528 "głębsza , szersza i pochłaniała resztkę >>wibracji<< . Z wolna milkły także " "subst:pl:gen:f" "subst:sg:gen:f" "subst:sg:gen:f" "subst:sg:gen:f" "subst:sg:gen:f"
18530 "szersza i pochłaniała resztkę wibracji . >>Z<< wolna milkły także widmowe instrumenty " "prep:acc:nwok" "prep:gen:nwok" "prep:gen:nwok" "prep:gen:nwok" "prep:inst:nwok"
18531 "i pochłaniała resztkę wibracji . Z >>wolna<< milkły także widmowe instrumenty . " "adjp" "adj:sg:nom:f:pos" "adj:sg:nom:f:pos" "adj:sg:nom:f:pos" "adj:sg:nom:f:pos"
18542 ". Poszukiwane wartości wyznacza styczna do >>t<< ( t ) w punkcie " "subst:sg:gen:f" "brev:pun" "brev:pun" "brev:pun" "brev:pun"
18544 "wartości wyznacza styczna do t ( >>t<< ) w punkcie jej przegięcia " "subst:sg:nom:f" "brev:pun" "brev:pun" "brev:pun" "brev:pun"
18553 "punkcie jej przegięcia ( rys . >>2.88<< ) . Wyposaża się je " "subst:sg:nom:n" "ign" "ign" "adj:sg:nom:m3:pos" "adj:sg:nom:m3:pos"
18627 "zdumieniem zmieszanym z podziwem . Organizuje >>go<< Placówka Wychowania Pozaszkolnego Miasta Katowice " "ppron3:sg:acc:m3:ter:nakc:npraep" "ppron3:sg:acc:m1:ter:nakc:npraep" "ppron3:sg:acc:m1:ter:nakc:npraep" "ppron3:sg:acc:m1:ter:nakc:npraep" "ppron3:sg:acc:m1:ter:nakc:npraep"
18789 "1922 roku , osiemnastoletnia Gruszczyńska zaprzeczała >>złożonym<< wcześniej zeznaniom , twierdząc , " "ppas:pl:dat:n:perf:aff" "adj:pl:dat:m1:pos" "subst:pl:dat:n" "ppas:sg:inst:n:perf:aff" "subst:pl:dat:n"
18834 "Sądu Najwyższego czytamy , iż kwestia >>czy<< pewne wyrażenie ma charakter zniesławiający " "qub:wok,qub:nwok" "conj" "conj" "conj" "conj"
18967 "uśmiechnął się kwaśno - sądząc po >>zamiłowaniu<< do kalendarzy , musi być " "subst:sg:loc:n" "ger:sg:loc:n:perf:aff" "ger:sg:loc:n:perf:aff" "ger:sg:loc:n:perf:aff" "ger:sg:loc:n:perf:aff"
18996 "jeśli chodzi o zasady moralne , >>nieustępliwą<< w walce z przestępczością , " "adj:sg:inst:f:pos" "adj:sg:acc:f:pos" "adj:sg:acc:f:pos" "adj:sg:acc:f:pos" "adj:sg:acc:f:pos"
19003 "w walce z przestępczością , dość >>nieortodoksyjną<< w sprawach gospodarczych . - " "adj:sg:inst:f:pos" "adj:sg:acc:f:pos" "adj:sg:acc:f:pos" "adj:sg:acc:f:pos" "adj:sg:acc:f:pos"
19044 "którym niedawno poinformowała prof . Daria >>Nałęcz<< ? Tym samym zaoszczędziły śmy " "subst:sg:nom:f" "subst:sg:nom:m3" "subst:sg:nom:m3" "subst:sg:nom:m3" "subst:sg:nom:m3"
19050 "Nałęcz ? Tym samym zaoszczędziły śmy >>4<< zł każda . 9 . " "num:pl:acc:m2:congr" "ign" "ign" "num:pl:acc:m2:rec" "num:pl:acc:m2:congr"
19121 "można powtórzyć . W żadnym z >>badanych<< przypadków nie możemy się pochwalić " "ppas:pl:gen:m3:imperf:aff" "adj:pl:gen:m3:pos" "adj:pl:gen:m3:pos" "adj:pl:gen:m3:pos" "adj:pl:gen:m3:pos"
19163 "na potrzeby wojska . Ale w >>tym<< minimieście - sztucznym , jak " "adj:sg:loc:n:pos" "adj:sg:loc:m3:pos" "subst:sg:loc:n" "subst:sg:loc:n" "adj:sg:loc:m3:pos"
19168 "w tym minimieście - sztucznym , >>jak<< dekoracja do filmu , a " "prep:nom:wok,prep:nom:nwok" "adv:pos" "adv:pos" "adv:pos" "adv:pos"
19174 "jak dekoracja do filmu , a >>prawdziwym<< , bo tu się odbywa " "adj:sg:loc:n:pos" "adj:sg:inst:m3:pos" "adj:sg:inst:m3:pos" "adj:sg:inst:m3:pos" "adj:sg:inst:m3:pos"
19206 ". Serwis Jobaid odnotowuje sto tysięcy >>wejść<< miesięcznie na swoje strony . " "subst:pl:gen:n" "inf:perf" "inf:perf" "inf:perf" "inf:perf"
19217 ". Chociaż znacznie częściej spotyka się >>ludzi<< &quot; południowych &quot; . Każdy " "subst:pl:acc:m1" "subst:pl:gen:m1" "subst:pl:gen:m1" "subst:pl:gen:m1" "subst:pl:gen:m1"
19219 "znacznie częściej spotyka się ludzi &quot; >>południowych<< &quot; . Każdy przyzna To " "adj:pl:acc:m1:pos" "adj:pl:gen:m1:pos" "adj:pl:gen:m1:pos" "adj:pl:gen:m1:pos" "adj:pl:gen:m1:pos"
19273 ", wykaz chorób , z tytułu >>których<< przysługują świadczenia określone w ustawie " "adj:pl:gen:f:pos" "adj:pl:gen:m3:pos" "adj:pl:gen:m3:pos" "adj:pl:gen:m3:pos" "adj:pl:gen:n:pos"
19323 ", zwanego w początkowej wersji &quot; >>La<< Ruta Maya &quot; , był " "subst:sg:nom:f" "subst:sg:nom:n" "subst:sg:nom:n" "subst:sg:nom:n" "subst:sg:loc:n"
19325 "w początkowej wersji &quot; La Ruta >>Maya<< &quot; , był dawny redaktor " "subst:sg:nom:f" "subst:sg:gen:m1" "subst:sg:gen:m1" "subst:sg:gen:m1" "subst:sg:gen:m1"
19359 "podróżniczego zaproponował utworzenie ekoturystycznego szlaku dziedzictwa >>przyrodniczo<< - kulturowego długości 1500 mil " "adja" "adv:pos" "adv:pos" "adv:pos" "adv:pos"
19426 "artystycznego , malarstwa , rzeźbiarstwa , >>tworzone<< przez utalentowanych twórców ludowych . " "ppas:pl:nom:m3:imperf:aff" "ppas:pl:nom:n:imperf:aff" "ppas:pl:nom:n:imperf:aff" "ppas:pl:nom:n:imperf:aff" "ppas:sg:nom:n:imperf:aff"
19455 "odbyli szkolenie metodyczne zorganizowane przez przedstawiciela >>Oxford<< University Press Wojciecha Latacza oraz " "subst:sg:gen:n" "subst:sg:acc:m3" "subst:sg:acc:m3" "subst:sg:acc:m3" "subst:sg:nom:m3"
19456 "szkolenie metodyczne zorganizowane przez przedstawiciela Oxford >>University<< Press Wojciecha Latacza oraz Annę " "subst:sg:gen:n" "ign" "ign" "subst:sg:gen:m1" "subst:sg:gen:m3"
19457 "metodyczne zorganizowane przez przedstawiciela Oxford University >>Press<< Wojciecha Latacza oraz Annę Rosół " "subst:sg:gen:n" "ign" "ign" "subst:sg:gen:m1" "subst:sg:gen:m3"
19458 "zorganizowane przez przedstawiciela Oxford University Press >>Wojciecha<< Latacza oraz Annę Rosół z " "subst:sg:acc:m1" "subst:sg:gen:m1" "subst:sg:gen:m1" "subst:sg:gen:m1" "subst:sg:gen:m1"
19459 "przez przedstawiciela Oxford University Press Wojciecha >>Latacza<< oraz Annę Rosół z wydawnictwa " "subst:sg:acc:m1" "subst:sg:gen:m3" "subst:sg:gen:m2" "subst:sg:gen:m3" "subst:sg:gen:m2"
19462 "University Press Wojciecha Latacza oraz Annę >>Rosół<< z wydawnictwa Lektor Klett . " "subst:sg:acc:f" "subst:sg:acc:m3" "subst:sg:acc:m3" "subst:sg:nom:m1" "subst:sg:acc:m3"
19465 "Latacza oraz Annę Rosół z wydawnictwa >>Lektor<< Klett . Mniejsze rosły jeszcze " "subst:sg:nom:n" "subst:sg:nom:m1" "subst:sg:nom:m1" "subst:sg:nom:m1" "subst:sg:nom:m1"
19466 "oraz Annę Rosół z wydawnictwa Lektor >>Klett<< . Mniejsze rosły jeszcze w " "subst:sg:nom:n" "ign" "ign" "subst:sg:nom:m1" "subst:sg:nom:m1"
19477 "w doniczkach . Zabezpieczone zostały też >>ścięte<< już rośliny , przygotowane do " "ppas:pl:nom:f:perf:aff" "adj:pl:nom:f:pos" "ppas:pl:nom:m3:perf:aff" "ppas:pl:nom:m3:perf:aff" "adj:pl:nom:f:pos"
19486 ", przygotowane do dalszej obróbki . >>tylko<< musi być śmietankowy jakiś zwykły " "conj" "qub:wok,qub:nwok" "conj" "qub:wok,qub:nwok" "qub:wok,qub:nwok"
19498 "bez smakowy taki bez tych dodatków >>Topiony<< ? – no na piknik " "adj:sg:nom:m3:pos" "ppas:sg:nom:m3:imperf:aff" "ppas:sg:nom:m1:imperf:aff" "ppas:sg:nom:m1:imperf:aff" "ppas:sg:nom:m1:imperf:aff"
19522 "Na wojnę odpowiedzmy wojną . Postępują >>prace<< nad budową Edukatorium , a " "subst:pl:nom:f" "subst:pl:acc:f" "subst:pl:acc:f" "subst:pl:acc:f" "subst:pl:acc:f"
19530 "budową Edukatorium , a jednym z >>jego<< zadań ma być dokumentowanie cudownych " "ppron3:sg:gen:n:ter:akc:npraep" "ppron3:sg:gen:m1:ter:akc:npraep" "ppron3:sg:gen:m1:ter:akc:npraep" "ppron3:sg:gen:m1:ter:akc:npraep" "ppron3:sg:gen:m3:ter:akc:npraep"
19554 "o uzdrowienie za wstawiennictwem Jana Pawła >>II<< oraz św . Faustyny . " "adj:sg:gen:m1:pos" "interj" "interj" "interj" "interj"
19584 ", zjeść trzy frajerskie obiady , >>tyleż<< śniadań , dwie kolacje i " "num:pl:acc:n:rec" "adj:pl:nom:m3:pos" "num:pl:nom:n:rec" "num:pl:nom:n:rec" "num:pl:nom:n:rec"
19630 "ma na myśli dziecko , czy >>jego<< matkę . Wiewiórki nam doniosły " "ppron3:sg:gen:n:ter:akc:npraep" "ppron3:sg:gen:m1:ter:akc:npraep" "ppron3:sg:gen:m1:ter:akc:npraep" "ppron3:sg:gen:m1:ter:akc:npraep" "ppron3:sg:gen:m1:ter:akc:npraep"
19676 "do eliminacji . Ksiądz z Parafii >>pw<< . św . Teresy w " "brev:pun" "subst:sg:gen:f" "subst:sg:nom:f" "subst:sg:gen:f" "subst:sg:gen:f"
19685 ". Teresy w Rybniku , na >>kazaniu<< wygłoszonym w kościele , straszył " "subst:sg:loc:n" "subst:sg:loc:m3" "ger:sg:loc:n:imperf:aff" "subst:sg:loc:m3" "subst:sg:loc:m3"
19686 "Teresy w Rybniku , na kazaniu >>wygłoszonym<< w kościele , straszył parafian " "ppas:sg:loc:n:perf:aff" "ppas:sg:loc:m3:perf:aff" "ppas:sg:loc:n:perf:aff" "ppas:sg:loc:m3:perf:aff" "ppas:sg:loc:m3:perf:aff"
19698 "mękami piekielnymi za czytanie tygodnika &quot; >>NIE<< &quot; . Dużo było wszędzie " "subst:sg:nom:n" "qub:wok,qub:nwok" "qub:wok,qub:nwok" "qub:wok,qub:nwok" "qub:wok,qub:nwok"
19701 "czytanie tygodnika &quot; NIE &quot; . >>Dużo<< było wszędzie Mańka Krzaklewskiego . " "num:pl:nom:m1:rec" "adv:pos" "num:pl:acc:n:rec" "adv:pos" "adv:pos"
19722 "ucha do ucha . Nowy film >>amerykańsko<< - afgański : Jedno wesele " "adja" "adv:pos" "adv:pos" "adv:pos" "adv:pos"
19729 "- afgański : Jedno wesele i >>czterdzieści<< pogrzebów . Tylko że do " "num:pl:nom:m3:rec" "num:pl:acc:m3:rec" "num:pl:acc:m3:rec" "num:pl:acc:m3:rec" "num:pl:acc:m3:rec"
19758 "ich matki , doradczynią w PKO >>BP<< ani prezeską TVP . Z " "subst:sg:loc:m3" "subst:sg:gen:m3" "subst:sg:gen:m3" "subst:sg:gen:m3" "subst:sg:nom:m3"
19771 "orędzia nam się najbardziej jednak spodobało >>zawołanie<< Wojtyły : W tej perspektywie " "subst:sg:nom:n" "subst:sg:acc:n" "subst:sg:acc:n" "subst:sg:acc:n" "subst:sg:acc:n"
19811 "orędownikami godności człowieka . – Przykro >>mi<< , posła nie ma i " "ppron12:sg:dat:f:pri:nakc" "ppron12:sg:dat:m1:pri:nakc" "ppron12:sg:dat:m1:pri:nakc" "ppron12:sg:dat:m1:pri:nakc" "ppron12:sg:dat:m1:pri:nakc"
19868 "Hausner najlepszym przyjacielem emeryta . &quot; >>Niezależne<< &quot; media z właściwym sobie " "adj:pl:nom:n:pos" "adj:sg:nom:n:pos" "adj:sg:nom:n:pos" "adj:sg:nom:n:pos" "adj:pl:nom:f:pos"
19875 "&quot; media z właściwym sobie obiektywizmem >>przemilczały<< tę inicjatywę . W dodatku " "praet:pl:n:perf:agl,praet:pl:n:perf:nagl" "praet:pl:f:imperf:nagl,praet:pl:f:imperf:agl" "praet:pl:f:imperf:nagl,praet:pl:f:imperf:agl" "praet:pl:f:perf:agl,praet:pl:f:perf:nagl" "praet:pl:f:imperf:nagl,praet:pl:f:imperf:agl"
19881 "przemilczały tę inicjatywę . W dodatku >>wyższe<< o około 15 proc . " "adj:pl:acc:f:com" "adj:pl:acc:m3:com" "adj:sg:nom:n:com" "adj:pl:acc:m3:com" "adj:pl:acc:m3:com"
19885 "W dodatku wyższe o około 15 >>proc<< . od poprzednich . – " "brev:pun" "subst:pl:gen:f" "subst:pl:gen:f" "subst:pl:gen:f" "subst:pl:gen:f"
19888 "o około 15 proc . od >>poprzednich<< . – To po co " "adj:pl:gen:f:pos" "adj:pl:gen:m3:pos" "adj:pl:gen:m1:pos" "adj:pl:gen:m3:pos" "adj:pl:gen:m3:pos"
19943 "ta jako pierwsza przewiduje katalogowanie &quot; >>nieunijnych<< &quot; poprzez odciski palców . " "subst:pl:gen:m1" "adj:pl:gen:f:pos" "adj:pl:gen:n:pos" "adj:pl:gen:n:pos" "adj:pl:gen:n:pos"
19967 "mają państwowych właścicieli , tyle że >>zagranicznych<< . Przedstawicielka Naughty Boy w " "adj:pl:acc:m1:pos" "adj:pl:gen:f:pos" "adj:pl:gen:f:pos" "adj:pl:gen:f:pos" "adj:pl:gen:f:pos"
19970 ", tyle że zagranicznych . Przedstawicielka >>Naughty<< Boy w rozmowie telefonicznej z " "subst:sg:gen:m3" "ign" "ign" "subst:sg:nom:m1" "subst:sg:gen:m1"
19971 "tyle że zagranicznych . Przedstawicielka Naughty >>Boy<< w rozmowie telefonicznej z &quot; " "subst:sg:gen:m3" "subst:sg:nom:m1" "subst:sg:nom:m1" "subst:sg:nom:m1" "subst:sg:nom:m1"
19977 "Boy w rozmowie telefonicznej z &quot; >>NIE<< &quot; potwierdziła , że producent " "subst:sg:inst:n" "qub:wok,qub:nwok" "qub:wok,qub:nwok" "qub:wok,qub:nwok" "qub:wok,qub:nwok"
20043 "w tym , że gniewni chcą >>zwołania<< statutowego zjazdu , zaś baronowie " "ger:sg:gen:n:perf:aff" "subst:pl:acc:n" "subst:pl:acc:n" "subst:pl:acc:n" "subst:pl:acc:n"
20062 "imprezy Kongresu Kinematografii Polskiej . ( >>g<< ) Namnożyło się nam półhrabków " "subst:sg:nom:m1" "brev:npun" "brev:npun" "brev:npun" "brev:npun"
20098 ", gdzie zamknął w szafie . >>Mimo<< to działacze i oficjele nie " "prep:acc:nwok,prep:acc:wok" "adv:pos,adv:com,adv:sup" "prep:gen:wok,prep:gen:nwok" "prep:gen:wok,prep:gen:nwok" "prep:gen:wok,prep:gen:nwok"
20149 ". Naczelnik Wydziału Urbanistyki i Architektury >>UM<< Roman Bokwa mnożył trudności i " "subst:sg:gen:m3" "subst:sg:nom:m3" "subst:sg:nom:m3" "subst:sg:nom:m3" "subst:sg:nom:m3"
20174 "i sprawa miała być załatwiona . >>Wszystkie<< klęczą . Oczekuję , że " "adj:pl:nom:m2:pos" "adj:pl:nom:f:pos" "adj:pl:nom:f:pos" "adj:pl:nom:f:pos" "adj:pl:nom:m3:pos"
20192 "ale one milczą . Mija pewnie >>z<< godzina . Z innej beczki " "qub:nwok" "prep:gen:nwok" "prep:gen:nwok" "prep:gen:nwok" "prep:gen:nwok"
20246 "jak to wygląda w klasach „ >>przedkomunijnych<< ” , bo córka raczej " "adj:pl:loc:f:pos" "ign" "ign" "subst:sg:nom:m3" "adj:pl:gen:n:pos"
20286 "będzie . . . Odprawiła nawet >>TVN<< , która chciała podpisać umowę " "subst:sg:acc:f" "subst:sg:gen:f" "subst:sg:nom:f" "subst:sg:nom:f" "subst:sg:nom:f"
20297 "umowę na wyłączność w informowaniu o >>seksaferze<< . Karpow i Siemanow ustalili " "subst:sg:loc:f" "ign" "ign" "subst:sg:loc:m3" "subst:sg:loc:m3"
20322 "domowej , krwawą pacyfikację Cerkwi i >>represje<< towarzyszące kolektywizacji . Nie wyjdzie " "subst:pl:acc:f" "subst:pl:nom:f" "subst:pl:nom:f" "subst:pl:nom:f" "subst:pl:nom:f"
20323 ", krwawą pacyfikację Cerkwi i represje >>towarzyszące<< kolektywizacji . Nie wyjdzie to " "pact:pl:acc:f:imperf:aff" "pact:pl:nom:f:imperf:aff" "pact:pl:nom:f:imperf:aff" "pact:pl:nom:f:imperf:aff" "pact:pl:nom:f:imperf:aff"
20353 "! Wpadli mi do chałupy o >>8<< wieczorem i pytali o jakieś " "adj:sg:loc:f:pos" "ign" "ign" "adj:sg:inst:m3:pos" "num:pl:acc:m3:rec"
20363 "o jakieś głupoty . Nie jest >>zadłużona<< ! Władzę nad miastem u " "adj:sg:nom:f:pos" "ppas:sg:nom:f:perf:aff" "ppas:sg:nom:f:perf:aff" "ppas:sg:nom:f:perf:aff" "ppas:sg:nom:f:perf:aff"
20415 "oddalamy się od źródeł nazwanych przez >>Chomsky’ego<< &quot; gramatyką generatywną &quot; – " "subst:sg:acc:m1" "subst:sg:nom:m1" "subst:sg:nom:m1" "subst:sg:nom:m1" "subst:sg:voc:m1"
20484 "Niemczech opinię gazety wyjątkowo złej . >>macstar<< : Najgorsze jest to , " "subst:sg:nom:m1" "ign" "ign" "brev:pun" "brev:pun"
20491 ": Najgorsze jest to , że >>pojeby<< mogą mieć rację . Jest " "subst:pl:nom:m1" "depr:pl:nom:m2" "depr:pl:nom:m2" "depr:pl:nom:m2" "depr:pl:nom:m2"
20509 "ożywia wszystkie obecne , tak szumnie >>zwane<< &quot; Trybunały międzynarodowe &quot; . " "ppas:pl:acc:m3:imperf:aff" "ppas:sg:nom:n:imperf:aff" "ppas:pl:nom:m2:imperf:aff" "ppas:pl:nom:f:imperf:aff" "ppas:sg:nom:n:imperf:aff"
20511 "obecne , tak szumnie zwane &quot; >>Trybunały<< międzynarodowe &quot; . Niech tłumaczą " "subst:pl:acc:m3" "subst:pl:nom:m3" "subst:pl:nom:m3" "subst:pl:nom:m3" "subst:pl:nom:m3"
20512 ", tak szumnie zwane &quot; Trybunały >>międzynarodowe<< &quot; . Niech tłumaczą się " "adj:pl:acc:m3:pos" "adj:pl:nom:m3:pos" "adj:pl:nom:m3:pos" "adj:pl:nom:m3:pos" "adj:pl:nom:m3:pos"
20543 "tym nastraszył ich znajomością z Janem >>Kubikiem<< , wówczas dyrektorem Izby Skarbowej " "subst:sg:inst:m1" "subst:sg:inst:m3" "subst:sg:inst:m3" "subst:sg:inst:m3" "subst:sg:inst:m3"
20561 ", tworzą go „ ludowcy ” >>Hun<< Sena i „ rojaliści ” " "subst:sg:gen:m1" "subst:sg:nom:m1" "subst:sg:nom:m1" "subst:sg:nom:m1" "subst:sg:nom:m1"
20590 "zapewne nikt nie zastanowił się , >>co<< konkretnie oznaczają te słowa . " "subst:sg:acc:n" "subst:sg:nom:n" "subst:sg:nom:n" "subst:sg:nom:n" "subst:sg:nom:n"
20593 "zastanowił się , co konkretnie oznaczają >>te<< słowa . Jakie niegodziwości jałtańskiego " "adj:pl:nom:n:pos" "adj:pl:acc:n:pos" "adj:pl:acc:n:pos" "adj:pl:acc:n:pos" "adj:pl:acc:n:pos"
20594 "się , co konkretnie oznaczają te >>słowa<< . Jakie niegodziwości jałtańskiego ładu " "subst:pl:nom:n" "subst:pl:acc:n" "subst:pl:acc:n" "subst:pl:acc:n" "subst:pl:acc:n"
20679 "Jednym słowem , w RP numer >>III<< polityka jest zniewieściała , a " "num:pl:nom:m3:congr" "interj" "interj" "interj" "interj"
20785 "kotów i psów także , po >>zadbanym<< ogródku chodziły kury . Zespół " "adj:sg:loc:m3:pos" "ppas:sg:loc:m3:perf:aff" "ppas:sg:loc:m3:perf:aff" "ppas:sg:loc:m3:perf:aff" "ppas:sg:loc:m3:perf:aff"
20788 "także , po zadbanym ogródku chodziły >>kury<< . Zespół pracujący w UOP " "subst:pl:nom:f" "subst:pl:acc:m3" "subst:pl:nom:m3" "subst:pl:acc:m3" "subst:pl:acc:f"
20792 "ogródku chodziły kury . Zespół pracujący >>w<< UOP nad sprawą Krzysztofa P " "prep:loc:nwok" "prep:acc:nwok" "prep:acc:nwok" "prep:acc:nwok" "prep:acc:nwok"
20793 "chodziły kury . Zespół pracujący w >>UOP<< nad sprawą Krzysztofa P . " "subst:sg:loc:m3" "subst:sg:acc:m3" "subst:sg:acc:m3" "subst:sg:acc:m3" "subst:sg:acc:m3"
20799 "UOP nad sprawą Krzysztofa P . >>składał<< się z trzech ludzi . " "praet:sg:m3:imperf:agl,praet:sg:m3:imperf:nagl" "praet:sg:m1:imperf:nagl,praet:sg:m1:imperf:agl" "praet:sg:m1:imperf:nagl,praet:sg:m1:imperf:agl" "praet:sg:m1:imperf:nagl,praet:sg:m1:imperf:agl" "praet:sg:m1:imperf:nagl,praet:sg:m1:imperf:agl"
20860 ". Trzeba mocy Bożej , żeby >>został<< wyrzucony . Tę samą prokuraturę " "praet:sg:m2:perf:agl,praet:sg:m2:perf:nagl" "praet:sg:m1:perf:agl,praet:sg:m1:perf:nagl" "praet:sg:m1:perf:agl,praet:sg:m1:perf:nagl" "praet:sg:m1:perf:agl,praet:sg:m1:perf:nagl" "praet:sg:m1:perf:agl,praet:sg:m1:perf:nagl"
20861 "Trzeba mocy Bożej , żeby został >>wyrzucony<< . Tę samą prokuraturę poinstruowała " "ppas:sg:nom:m2:perf:aff" "ppas:sg:nom:m1:perf:aff" "ppas:sg:nom:m1:perf:aff" "ppas:sg:nom:m1:perf:aff" "ppas:sg:nom:m1:perf:aff"
20880 "aby przesyłkę z tym postanowieniem i >>inne<< kierowane do mnie pisma kierować " "adj:pl:acc:n:pos" "adj:pl:acc:m3:pos" "adj:pl:nom:f:pos" "adj:pl:nom:n:pos" "adj:pl:nom:m3:pos"
20881 "przesyłkę z tym postanowieniem i inne >>kierowane<< do mnie pisma kierować na " "ppas:pl:acc:n:imperf:aff" "ppas:pl:acc:m3:imperf:aff" "ppas:pl:nom:f:imperf:aff" "ppas:pl:nom:n:imperf:aff" "ppas:pl:nom:m3:imperf:aff"
20883 "tym postanowieniem i inne kierowane do >>mnie<< pisma kierować na adres „ " "ppron12:sg:gen:f:pri:akc" "ppron12:sg:gen:m1:pri:akc" "ppron12:sg:gen:m1:pri:akc" "ppron12:sg:gen:m1:pri:akc" "ppron12:sg:gen:m1:pri:akc"
20919 ", gnuśnych , odrętwiałych i żywych >>pobudzonych<< , agresywnych . Nasi krajowi " "adj:pl:acc:m1:pos" "ppas:pl:gen:m1:perf:aff" "ppas:pl:gen:m1:perf:aff" "ppas:pl:gen:f:perf:aff" "ppas:pl:acc:m1:perf:aff"
20961 "toczy się żadna militarna wojna , >>niż<< twórczy wkład w rozwój mowy " "prep:nom:wok,prep:nom:nwok" "conj" "conj" "conj" "conj"
20976 "się Kwaśniewskiemu różne wady pozorne lub >>drobne<< , jak lenistwo , nieprawdomówność " "adj:pl:acc:f:pos" "adj:pl:acc:m3:pos" "adj:pl:acc:m3:pos" "adj:sg:nom:n:pos" "adj:pl:nom:f:pos"
20983 ", jak lenistwo , nieprawdomówność i >>mętnointe-resowność<< , lub wady rzeczywiste , " "subst:sg:nom:f" "ign" "ign" "subst:sg:nom:f" "subst:sg:nom:n"
21000 "szemrane znajomości i blichtr . Kiedyś >>że<< się umówili , napisał SMS-a " "qub:wok,qub:nwok" "ign" "ign" "subst:pl:nom:m1" "fin:pl:pri:imperf"
21031 "” . Zazwyczaj są to ich >>6-9-letni<< synowie , których trzeba wyżywić " "adj:pl:nom:m1:pos" "ign" "ign" "num:pl:nom:f:rec" "num:pl:nom:m3:rec"
21119 "Krakowie . Zajął się natomiast Elisą >>Smarth<< , dziewczyną , która miejscowemu " "subst:sg:inst:f" "ign" "ign" "subst:sg:nom:f" "subst:sg:nom:f"
21127 "dziewczyną , która miejscowemu dealerowi &quot; >>SoftPenny<< &quot; pomagała przy doręczaniu klientom " "subst:sg:gen:n" "ign" "ign" "subst:sg:nom:m1" "subst:sg:nom:m1"
21139 "towarów - i z naiwną wiarą >>w<< możliwości współczesnej techniki , traktował " "prep:acc:nwok" "prep:loc:nwok" "prep:loc:nwok" "prep:loc:nwok" "prep:loc:nwok"
21140 "- i z naiwną wiarą w >>możliwości<< współczesnej techniki , traktował ją " "subst:pl:acc:f" "subst:sg:loc:f" "subst:sg:loc:f" "subst:sg:loc:f" "subst:sg:loc:f"
21186 "Po pół roku ekspertów jest już >>11<< . Co się stało , " "num:pl:nom:m1:rec" "ign" "ign" "num:pl:nom:m3:rec" "num:pl:nom:m3:rec"
21217 ", że stopa bezrobocia spadła poniżej >>10<< proc . dopiero w okresie " "num:pl:gen:m3:rec" "ign" "ign" "num:pl:gen:m3:congr" "num:pl:gen:f:congr"
21218 "że stopa bezrobocia spadła poniżej 10 >>proc<< . dopiero w okresie rządów " "brev:pun" "subst:pl:gen:f" "subst:pl:gen:f" "subst:pl:gen:f" "subst:pl:gen:f"
21225 ". dopiero w okresie rządów koalicji >>AWS-<< UW . Najniższy wskaźnik bezrobocia " "subst:sg:nom:f" "subst:sg:nom:m3" "subst:sg:nom:m3" "subst:sg:nom:m3" "subst:sg:nom:m3"
21240 "1998 r . i wyniósł on >>9,5<< proc . Wspieramy bezpieczną aborcję " "num:pl:acc:m3:rec" "ign" "ign" "num:pl:nom:m3:rec" "num:pl:nom:m3:rec"
21241 "r . i wyniósł on 9,5 >>proc<< . Wspieramy bezpieczną aborcję . " "brev:pun" "subst:pl:gen:f" "subst:pl:gen:f" "subst:pl:gen:f" "subst:pl:gen:f"
21338 "– i założę fundację , pomagającą >>takim<< jak ja . Chirurg - " "adj:pl:dat:m1:pos" "adj:sg:loc:m3:pos" "adj:sg:inst:n:pos" "adj:sg:inst:m3:pos" "adj:pl:dat:f:pos"
21345 "jak ja . Chirurg - wydawca >>nie<< tylko ciął - sztukował również " "qub:wok,qub:nwok" "conj" "conj" "conj" "conj"
21346 "ja . Chirurg - wydawca nie >>tylko<< ciął - sztukował również , " "qub:wok,qub:nwok" "conj" "conj" "conj" "conj"
21371 "Np . w miejscu , w >>którym<< autorzy piszą , że kwestia " "adj:sg:loc:n:pos" "adj:sg:loc:m1:pos" "adj:sg:loc:m3:pos" "adj:sg:loc:m3:pos" "adj:sg:loc:m3:pos"
21391 "publiczną , wydawca wstawia przypis na >>pół<< strony , w którym przedstawia " "subst:sg:acc:n" "num:pl:acc:f:rec" "num:pl:acc:f:rec" "num:pl:acc:f:rec" "num:pl:acc:f:rec"
21400 "w którym przedstawia pogląd Jana Pawła >>II<< na sprawę życia nie narodzonego " "adj:sg:gen:m1:pos" "interj" "interj" "interj" "interj"
21407 "na sprawę życia nie narodzonego , >>wyrażony<< w &quot; Przekroczyć próg nadziei " "ppas:sg:acc:m3:perf:aff" "ppas:sg:nom:m3:perf:aff" "ppas:sg:nom:m3:perf:aff" "ppas:sg:nom:m1:perf:aff" "ppas:sg:nom:m3:perf:aff"
21428 "Kaczora w węgierskiej Gwardii Narodowej , >>to<< jest to organizacja społeczna zorganizowana " "conj" "pred" "conj" "pred" "pred"
